Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCenterDistrict,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_Flag,PFIRM15_Flag,Version,price_sf
MN,1450,38,108,134,7000,2,5,10021,E044,19,13,4200,1,8,2B,350 EAST 76 STREET,R8B,,,,C2-5,,,,,,N,C5,2,0,,345-350 EAST 76TH STR,2554,9810,0,9810,0,0,0,0,0,0,2,1,5,20,20,25,102.17,25,85,,3,N,5,2,180900,1090800,0,0,1910,1988,0,,,3.84,4,0,4,1,1014500038,0,134,996626,220047,9a,,108S006,10511,,0,,1,,,17v1.1,111.1926606
MN,174,7,101,33,1005,2,1,10013,L001,1,15,7700,1,1,3B,75 LEONARD STREET,C6-2A,,,,,,,,,,N,C7,4,0,P,"HARMACOL REALTY CO.,",5054,23072,5000,18072,0,5000,0,0,0,0,2,1,6,16,18,51.08,100,50,95,,3,Y,5,2,359550,2565450,0,0,1920,1980,0,Tribeca East Historic District,,4.57,6.02,6,6.5,1,1001740007,0,33,982845,200713,12a,,101S033,10105,,0,,1,,,17v1.1,111.1932212
MN,585,12,102,73,3002,2,3,10014,E024,6,15,6400,1,2,2B,482 HUDSON STREET,C1-6,,,,,,,,,,N,D4,3,0,P,2 GROVE ST APARTMENT,5337,24192,0,24192,0,0,0,0,0,0,2,1,6,36,36,73.42,100,69,100,,1,Y,3,2,338850,2690100,28320,28320,1940,0,0,Greenwich Village Historic District,,4.53,3.44,2,6.5,1,1005850012,0,73,982520,206045,12a,,103 004,10208,,0,,1,,,17v1.1,111.1979167
MN,910,14,106,70,3001,2,2,10016,E016,13,14,5800,1,6,2A,229 EAST 29 STREET,R8B,,,,,,,,,,N,D4,3,0,,229 E 29 OWNERS CORP,14562,55737,0,55737,0,0,0,0,0,0,2,1,6,113,113,150,98.75,67,150,,3,N,5,2,981000,6197850,9440,9440,1940,1986,0,,,3.83,4,0,4,1,1009100014,0,70,990030,209715,8d,,104 008,10308,,0,,1,,,17v1.1,111.1981269
MN,768,72,104,87,3000,2,3,10011,L012,10,15,5600,1,4,1A,264 WEST 19 STREET,C6-2A,,,,,,,,,,N,C1,2,0,,"UNITED CHELSEA,",5253,22554,0,22554,0,0,0,0,0,0,2,1,6,30,30,54.92,93.67,55,80,,2,Y,5,2,205650,2508300,0,0,1913,1988,0,,,4.29,6.02,6,6.5,1,1007680072,0,87,984370,209715,8d,,103 033,10304,,0,,1,,,17v1.1,111.2130886
MN,65,10,101,15.02,1001,2,1,10038,E004,1,15,7700,1,1,1B,9 MAIDEN LANE,C5-5,,,,,,LM,,,,N,D5,3,0,P,PHOENIX EQUITY VENTUR,4792,58354,6856,51498,0,6856,0,0,0,0,2,1,15,66,68,56.5,88,56,84,,3,Y,5,2,1309500,6489900,0,0,1900,1985,0,,,12.18,10,15,15,1,1000650010,0,1502,981682,197824,12b,,101S011,10102,,0,,1,,,17v1.1,111.2160263
MN,915,37,106,78,4002,2,2,10016,L007,17,13,5000,1,6,2B,248 EAST 35 STREET,R9,,,,C2-5,,TA,,,,N,J6,5,0,P,MARC S WEIN,2370,3864,3864,0,0,0,0,0,0,3864,2,1,2,0,1,24,98.75,24,98,,0,N,5,5,292500,429750,0,0,1935,1981,0,,,1.63,7.52,0,10,1,1009150037,0,78,990908,210863,8d,,104 022,10308,,0,,1,,,17v1.1,111.2189441
MN,1378,47,108,122,2002,2,4,10065,E039,19,13,4100,1,8,1A,34 EAST 64 STREET,R8B,,,,,,,,,LH-1A,N,D4,3,0,,34 E 64TH ST RLTY CO,1757,5926,0,5926,0,0,0,0,0,0,2,1,4,4,5,17.5,100.42,18,92,E,2,N,5,1,254754,659100,0,0,1920,0,0,Upper East Side Historic District,,3.37,4,0,4,1,1013780047,0,122,992921,218458,8c,,1.06E+42,10508,,0,,1,,,17v1.1,111.2217347
MN,635,7501,102,79,3004,2,3,10014,L005,6,15,6100,3,2,,35 BETHUNE STREET,R6,C1-6A,,,,,,,,,Y,R4,3,0,P,PICKWICK HOUSE INC,5260,30113,0,30113,0,0,0,0,0,0,2,1,6,24,24,66,99.83,0,0,,0,Y,5,5,773998,3349353,44384,49025,1930,0,0,Greenwich Village Historic District,,5.72,2.43,0,4.8,1,1006357501,158,79,982125,207709,12a,,103 013,10210,,1006350999,12/12/1984,1,,,17v1.1,111.2261482
MN,1458,41,108,106.02,1000,2,5,10065,L016,19,13,4900,1,8,1B,410 EAST 64 STREET,R8B,,,,,,,,,,N,C7,4,0,,KC3 - 410 EAST 64TH S,2510,8350,1670,6680,0,1670,0,0,0,0,2,1,5,17,19,25,100.42,25,68,,3,N,5,2,141300,928800,0,0,1910,1958,0,,,3.33,4,0,4,1,1014580041,0,10602,995590,216979,8c,,1.06E+65,10512,,0,,1,,,17v1.1,111.2335329
MN,573,43,102,63,3000,2,3,10011,E033,6,15,5700,1,2,3A,24 5 AVENUE,R6,R10,,,,,,,,,Y,D4,3,0,,"24 FIFTH OWNERS, INC",21248,269119,11220,257899,3070,8150,0,0,0,0,2,1,21,420,426,92.27,230.33,92,230,,3,N,3,2,3514500,29936700,104431,104431,1926,0,0,Greenwich Village Historic District,,12.67,2.43,0,4.8,1,1005730043,0,63,985273,206418,12c,,103 019,10207,,0,,1,,,17v1.1,111.2396375
