Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCenterDistrict,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLAG,PFIRM15_FLAG,Version,price_sf
BX,2287,3,201,41,2001,7,8,10454,L017,40,23,4500,2,1,1A,362 WILLIS AVENUE,R6,,,,C1-4,,,,,,N,K4,4,0,P,"SANTIAGO, ANGELO",2000,3600,2000,1600,0,2000,0,0,0,0,2,1,3,2,3,20,100,20,40,E,0,N,5,1,11700,180000,0,67320,1931,2001,0,,,1.8,2.43,0,4.8,2,2022870003,0,41,1006240,235023,6a,,209S028,20901,,0,,1,,,17v1.1,50
BX,2460,25,204,183.01,1001,9,16,10451,E071,44,22,3320,2,4,1B,891 SHERIDAN AVENUE,C6-2,,,,,,,,,,N,G1,10,0,P,SHOSHANA L.L.C.,11502,22770,22770,0,0,2570,20200,0,0,0,2,1,2,0,4,114.48,99.97,114.33,99.75,,0,N,3,5,310500,1138500,0,0,1924,0,0,,,1.98,6.02,6,6.5,2,2024600025,0,18301,1006046,240505,3b,Y,210S025,20906,E-225,0,,1,,,17v1.1,50
BX,2762,20,202,115.02,2002,8,17,10474,E094,41,23,4300,2,2,1A,823 FAILE STREET,R6,,,,,,,,,,N,M1,8,0,P,HOUSE OF GOD PENTECOS,7500,6075,6075,0,0,0,0,0,0,6075,2,3,3,0,1,75,100,27,75,,0,N,5,5,53100,303750,53100,303750,1930,0,0,,,0.81,2.43,0,4.8,2,2027620020,0,11502,1015368,237142,6c,,216 057,21007,,0,,1,,,17v1.1,50
BX,3933,40,209,222,3000,11,18,10462,E064,43,26,1310,2,9,3E,1402 UNIONPORT ROAD,R6,,,,C1-2,,,,,,N,K1,5,0,,DEGREGORIA ENTERPRISE,5210,5210,5210,0,0,5210,0,0,0,0,2,1,1,0,4,124,89,115,62,,0,Y,3,5,129150,260550,0,0,1951,2003,0,,,1,2.43,0,4.8,2,2039330040,0,222,1024601,243487,4b,,219 032,21503,,0,,1,,,17v1.1,50.00959693
BX,5399,5,210,264,1005,8,13,10461,L050,45,26,1420,2,10,3E,1512 CROSBY AVENUE,R4A,,,,,,,,,,N,C3,2,0,,"1512 CROSBY, LLC",5000,2100,0,2100,0,0,0,0,0,0,2,2,2,4,4,50,100,21,50,EG,0,N,5,5,36282,105028,0,0,1931,0,0,,,0.42,0.9,0,2,2,2053990005,0,264,1031335,246316,4b,,221 007,21802,,0,,1,,,17v1.1,50.01333333
BX,3279,23,207,407.02,2003,10,15,10458,E079,52,21,420,2,7,2B,2775 WEBSTER AVENUE,R7D,,,,C2-4,,,,,,N,K4,4,0,,S.A.H. REALTY COMPANY,4219,8439,8439,0,0,7439,0,1000,0,0,2,1,2,0,6,48.08,87.75,48.08,87.75,,2,N,3,0,45000,422100,0,0,1939,0,0,,,2,4.2,0,4.2,2,2032790023,0,40702,1015797,254890,3c,,214 060,21202,,0,,1,,,17v1.1,50.01777462
BX,4881,1,212,462.02,2007,11,12,10469,L061,47,24,710,2,12,3E,1449 EAST 222 STREET,M1-1,R4,,,,,,,,,Y,F5,6,0,P,1449 EAST 222ND VENTU,20320,6000,6000,0,0,0,0,0,6000,0,2,2,1,0,1,101.75,127.5,59,53,E,0,Y,5,5,137250,300150,0,0,1955,0,0,,,0.3,0,1,2.4,2,2048810001,0,46202,1029028,258946,2b,,222 065,21702,,0,,1,,,17v1.1,50.025
BX,4002,48,210,200,1002,11,13,10461,L050,45,26,1320,2,10,1E,2630 EAST TREMONT AVENUE,R6,,,,C2-4,,,,,,N,K1,5,0,P,CARMELA REALTY CORP,4938,4443,4443,0,0,4443,0,0,0,0,2,1,1,0,3,45.17,111.92,45.17,111.92,,0,N,5,5,122400,222300,0,0,1910,1987,0,,,0.9,2.43,0,4.8,2,2040020048,0,200,1026766,246315,4b,,219 021,21504,,0,,1,,,17v1.1,50.03376097
BX,2690,134,202,129.01,1007,12,17,10459,L031,41,22,3600,2,2,1B,866 EAST 165 STREET,R7-1,,,,,,,,,,N,D7,4,0,P,"TWIN PINES, LLC",7930,28699,4500,24199,4500,0,0,0,0,0,2,1,5,28,30,73.71,91,72,91,,2,Y,3,2,151200,1435950,148281,1433031,2007,2016,0,,,3.62,3.44,0,4.8,2,2026900134,0,12901,1012165,239382,6c,,216 035,21005,,2026900131,9/17/2009,1,,,17v1.1,50.03484442
BX,2509,1,204,193,1001,9,8,10452,E068,44,23,3310,2,4,2A,1060 WOODYCREST AVENUE,R7-1,,,,,,,,,,N,K1,5,0,,FOUR BROTHERS PROPERT,2515,2500,2500,0,0,2500,0,0,0,0,2,1,1,0,3,25,100.58,25,100.58,,1,N,3,0,19800,125100,0,0,1927,1997,2006,,,0.99,3.44,0,4.8,2,2025090001,0,193,1004545,243109,3b,,210S041,20908,,0,,1,,,17v1.1,50.04
BX,2550,19,201,27.01,2000,7,8,10454,L029,40,23,4700,2,1,2A,600 EAST 138 STREET,R6,,,,C1-4,,,,,,N,K1,5,0,P,"774 BROADWAY, INC.",18750,37500,37500,0,0,37500,0,0,0,0,2,1,1,0,1,187.5,100,187.5,100,,0,Y,5,5,193950,1876500,0,0,1991,0,0,,,2,2.43,0,4.8,2,2025500019,0,2701,1007406,232952,6a,,209S018,21001,,2025500020,12/31/1991,1,,,17v1.1,50.04
BX,3277,41,207,397,2000,10,15,10458,E079,52,21,1000,2,7,2B,2637 WEBSTER AVENUE,R7D,,,,C2-4,,,,,,N,K1,5,0,,2645 WEBSTER LLC,8579,8579,8579,0,0,5713,2866,0,0,0,2,1,1,0,2,100.33,85.5,100.33,85.5,,3,N,5,0,146700,429300,0,0,1931,0,0,,,1,4.2,0,4.2,2,2032770041,0,397,1014893,253957,3c,,214 049,21202,E-249,0,,1,,,17v1.1,50.0407973
BX,2956,26,206,365.02,2000,12,17,10460,L058,48,25,2000,2,6,2A,812 EAST TREMONT AVENUE,C4-4A,,,,,,,,,,N,K1,5,0,,ALLIED XXV LLC,5000,4100,4100,0,0,4100,0,0,0,0,2,1,1,0,2,50,100,50,80,,0,N,5,5,67500,205200,0,0,1931,0,0,,,0.82,4,4,4,2,2029560026,0,36502,1015382,246545,3d,,215 087,21105,E-255,0,,1,,,17v1.1,50.04878049
BX,2874,24,204,213.02,2003,9,16,10452,L049,44,25,2220,2,4,3A,1440 PLIMPTON AVENUE,R7-1,,,,,,,,,,N,W2,8,0,P,GREATER NEW YORK CORP,7232,14260,14260,0,0,0,0,0,0,14260,2,1,2,0,1,75,96.43,65,93,,0,N,5,5,47700,713700,47700,713700,1933,0,0,,,1.97,3.44,0,4.8,2,2028740024,0,21302,1005871,246708,3b,,215 001,21103,,0,,1,,,17v1.1,50.04908836
BX,3117,5,206,365.01,3002,12,17,10460,L038,48,25,2000,2,6,2A,861 EAST TREMONT AVENUE,R7X,R7-1,,,C1-4,,,,,,Y,K2,5,0,,"KSA TREMONT GROUP, IN",8625,9000,9000,0,0,4501,0,0,0,4499,2,1,2,0,4,75,115,75,60,,0,N,5,5,97200,450450,0,0,1931,0,0,,,1.04,5,0,5,2,2031170005,0,36501,1015743,246528,3d,,215 088,21108,,0,,1,,,17v1.1,50.05
BX,4953,36,212,484,2001,11,12,10466,L061,47,24,710,2,12,5E,3682 PROVOST AVENUE,M3-1,,,,,,,,,,N,Z9,,0,P,NEW YORK CITY INDUSTR,9176,1978,1978,0,0,0,0,0,1978,0,2,1,1,0,1,121,85,25,75,,0,Y,5,5,76500,99000,0,0,1978,0,0,,,0.22,0,2,0,2,2049530036,0,484,1031775,262896,2b,,222 057,21703,,0,,1,,,17v1.1,50.05055612
BX,2317,35,201,19,1002,7,8,10454,E060,40,23,4700,2,1,1A,2454 3 AVENUE,M1-2/R6A,,,,,,MX-1,,,,N,F5,6,0,,THIRD AVE INDUSTRIALD,823,800,800,0,0,0,0,0,800,0,2,1,1,0,1,24.33,49.17,24.33,43,,2,N,3,0,5400,40050,0,0,1990,0,0,,,0.97,3,2,3,2,2023170035,0,19,1003804,234064,6a,,209S004,20902,,0,,1,,1,17v1.1,50.0625
BX,5350,54,210,194,1012,8,13,10461,L050,45,26,3210,2,10,3E,3146 EAST TREMONT AVENUE,R4-1,,,,C1-2,,,,,,N,O2,5,0,,FURY REALTY LLC,5466,6966,6966,0,6966,0,0,0,0,0,2,1,1.5,0,3,59.58,104,59.58,104,,0,Y,5,5,86400,348750,0,0,1931,2002,0,,,1.27,0.9,0,2,2,2053500054,0,194,1029934,244475,4b,,219 039,21802,,0,,1,,,17v1.1,50.06459948
BX,2617,90,201,75,1001,7,17,10455,E073,40,23,4000,2,1,2B,629 EAGLE AVENUE,R6,,,,C2-4,,,,,,N,M1,8,0,P,IGLESIA PENTECOSTAL L,2446,3630,3630,0,0,0,0,0,0,3630,2,1,3,0,1,25,97.83,22,55,,0,N,5,5,17550,181800,17550,181800,1920,1994,0,,,1.48,2.43,0,4.8,2,2026170090,0,75,1008855,236716,6c,,209N095,21003,,0,,1,,,17v1.1,50.08264463
BX,2291,37,201,43,2005,7,8,10455,L017,40,23,4400,2,1,1A,483 BROOK AVENUE,R6,,,,C1-4,,,,,,N,K1,5,0,P,"WU, YU HUA",6727,6727,6727,0,0,6727,0,0,0,0,2,1,1,0,5,74.58,90,74.58,90,,0,Y,3,5,40500,337050,0,0,1991,2001,0,,,1,2.43,0,4.8,2,2022910037,0,43,1007475,235683,6a,,209N081,20901,,2022910037,2/22/1991,1,,,17v1.1,50.10405827
BX,2865,162,205,217,1002,9,14,10453,L059,46,25,2210,2,5,1B,1618 GRAND AVENUE,R7-1,,,,,,,,,,N,I7,8,0,P,HILL HOUSING DEVELOPM,12500,33750,33750,0,0,0,0,0,0,33750,2,1,6,44,44,125,100,75,75,,1,N,5,0,83250,1691100,83250,1691100,1998,2003,0,,,2.7,3.44,0,4.8,2,2028650162,0,217,1007521,247658,3b,,215 018,21103,,2028650134,12/7/1999,1,,,17v1.1,50.10666667
BX,3103,56,206,391,1000,10,15,10458,E088,48,21,1100,2,6,1B,2307 CROTONA AVENUE,R7-1,,,,,,,,,,N,C2,2,0,,2307 CROTONA LLC,2000,4500,0,4500,0,0,0,0,0,0,2,1,3,5,5,25,80,25,50,,3,N,5,2,34010,225490,30004,221484,2011,0,0,,,2.25,3.44,0,4.8,2,2031030056,0,391,1016149,249846,3c,,214 011,21108,,2031030056,9/19/2011,1,,,17v1.1,50.10888889
BX,3103,57,206,391,1000,10,15,10458,E088,48,21,1100,2,6,1B,2305 CROTONA AVENUE,R7-1,,,,,,,,,,N,C2,2,0,,2305 CROTONA LLC,2000,4500,0,4500,0,0,0,0,0,0,2,1,3,5,5,25,80,25,50,,3,N,5,2,34012,225501,30006,221495,2011,0,0,,,2.25,3.44,0,4.8,2,2031030057,0,391,1016140,249824,3c,,214 011,21108,,2031030056,9/19/2011,1,,,17v1.1,50.11133333
BX,4218,13,211,296,1021,11,13,10461,Q061,49,26,1410,2,11,2E,2038 EASTCHESTER ROAD,M1-1,,,,,,,,,,N,K1,5,0,,LO-JO HOLDINGS LLC,3075,2200,2200,0,0,2200,0,0,0,0,2,1,1,0,2,27.08,128.08,22.42,128.08,,0,Y,5,5,51300,110250,0,0,1950,0,0,,,0.72,0,1,2.4,2,2042180013,0,296,1027637,250532,4a,,220 055,21509,,0,,1,,,17v1.1,50.11363636
BX,3156,89,205,381,5000,9,15,10457,E046,46,25,1700,2,5,3B,265 EAST BURNSIDE AVENUE,R8,,,,C1-4,,,,,,N,N9,8,0,O,FEDERATION EMPLOYMENT,4979,18300,18300,0,0,0,0,0,0,18300,2,1,5,38,38,50,99.58,50,89,,0,N,5,5,35100,917100,35100,917100,1924,1994,0,,,3.68,6.02,0,6.5,2,2031560089,0,381,1011338,249559,3c,,215 064,21109,,0,,1,,,17v1.1,50.1147541
BX,2769,102,202,93,6000,8,17,10474,L048,41,23,4300,2,2,1A,543 HUNTS POINT AVENUE,M1-2,,,,,,HP,,,,N,G1,10,0,P,TRI-STATE TRANSFER AS,13400,3475,3475,0,0,0,3475,0,0,0,2,0,1,0,1,125,97.6,55,50,E,1,Y,4,0,135000,174150,0,0,2002,0,0,,,0.26,0,2,4.8,2,2027690102,0,93,,,6c,,216 067,21007,E-210,0,,1,,,17v1.1,50.11510791
BX,2462,42,204,181.02,1002,9,16,10456,L044,44,22,3320,2,4,2B,1130 GRAND CONCOURSE,R8,,,,C1-4,,,,,,N,P3,8,0,P,"BRONXWORKS, INC.",25811,37000,37000,0,0,0,0,0,0,37000,2,1,3,0,2,189.23,126.61,114,50,E,1,Y,3,0,274050,1854450,274050,1854450,1926,1955,0,Grand Concourse Historic District,,1.43,6.02,0,6.5,2,2024620042,0,18102,1006734,242630,3b,,210S045,20906,,0,,1,,,17v1.1,50.12027027
BX,2854,10,205,241,1000,9,14,10453,E042,46,25,1600,2,5,2B,1984 JEROME AVENUE,R7-1,,,,C2-4,,,,,,N,W9,8,0,,"DELEONARDIS, FRANK",7500,50600,50600,0,0,0,0,0,0,50600,2,1,4,0,1,75,100,200,67,,1,N,5,0,135000,2536650,0,2401650,2008,0,0,,,6.75,3.44,0,4.8,2,2028540010,0,241,,,3c,,,,,0,,2,,,17v1.1,50.13142292
BX,4094,1,211,244,1003,11,13,10462,L041,49,26,1220,2,11,1D,900 MORRIS PARK AVENUE,R4-1,,,,C2-2,,,,,,N,K2,5,0,P,MORRIS PARK PAVILLION,7030,17605,17605,0,0,6130,0,0,0,11475,2,2,2,0,3,89,75.57,91,65,,2,Y,3,1,171000,882900,0,0,1989,2002,2003,,,2.5,0.9,0,2,2,2040940001,0,244,1023253,247740,4b,,219 001,21507,,0,,1,,,17v1.1,50.15052542
BX,2551,7501,201,27.02,3001,7,8,10454,E083,40,23,4700,2,1,,615 EAST 138 STREET,R6,,,,C1-4,,,,,,N,RM,4,1,,,3750,13916,2854,11062,0,2854,0,0,0,0,2,1,5,8,9,37.5,100,37,50,,0,N,0,5,163909,697920,132374,666385,2008,0,0,,,3.71,2.43,0,4.8,2,2025517501,169,2702,1007595,233068,6a,,29S 031,21001,,2025510060,4/15/2013,1,,,17v1.1,50.15234263
BX,4609,8,212,370,2001,11,12,10469,L051,47,24,820,2,12,1E,925 BURKE AVENUE,R5,,,,,,,,,,N,K4,4,0,,ALQUSHI REALTY CORP,5000,5920,3795,2125,0,3170,625,0,0,0,2,1,2,1,4,50,100,50,89,G,0,N,3,5,121500,297000,0,0,1956,0,0,,,1.18,1.25,0,2,2,2046090008,0,370,1022925,256847,2b,,218 024,21606,,0,,1,,,17v1.1,50.16891892
BX,3652,1,209,28,1008,8,17,10473,L054,43,26,3020,2,9,1B,1535 STORY AVENUE,R6,,,,,,,,,,N,W1,8,0,C,DCAS/DEPARTMENT OF ED,100000,138704,138704,0,0,0,0,0,0,138704,2,2,4,0,1,200,500,178,182,,0,N,3,5,558000,6958800,558000,6958800,1929,0,0,,,1.39,2.43,0,4.8,2,2036520001,0,28,1018217,238967,6c,,217 033,21407,,0,,1,,,17v1.1,50.1701465
BX,2454,19,204,183.02,1001,9,16,10451,E071,44,22,3320,2,4,1B,930 SHERIDAN AVENUE,R7-1,,,,,,,,,,N,D7,4,0,,"SHERIDAN ONE COMPANY,",17500,69144,5000,64144,1000,2000,2000,0,0,0,2,1,7,88,96,175,100,170,95,,0,N,3,5,80100,3469050,0,805505,1951,0,0,,,3.95,3.44,0,4.8,2,2024540019,0,18302,1006360,240847,3b,,210S025,20906,,0,,1,,,17v1.1,50.17138146
BX,2766,218,202,117,2018,8,17,10474,E094,41,23,4300,2,2,1A,630 HUNTS POINT AVENUE,M1-2,,,,,,HP,,,,N,G2,10,0,,"R & S EQUITIES, LTD",13937,3891,3891,0,0,0,3891,0,0,0,2,1,1,0,1,59.4,88.17,72,58,,0,Y,3,5,156600,195300,0,0,1956,0,0,,,0.28,0,2,4.8,2,2027660218,0,117,1016386,235544,6c,,216 064,21007,,0,,1,,,17v1.1,50.19275251
BX,2434,47,204,175,5000,9,16,10456,E092,44,22,2500,2,4,2B,1104 FINDLAY AVENUE,R7-1,,,,,,,,,,N,D1,3,0,X,BRONX PRESERVATION HO,11502,33105,0,33105,0,0,0,0,0,0,2,3,5,42,42,115,100.02,115,73,,0,N,5,5,42300,1662300,42300,1662300,1920,1975,0,,,2.88,3.44,0,4.8,2,2024340047,0,175,1008178,241758,3b,,210S047,20905,,0,,1,,,17v1.1,50.21295877
BX,2765,70,202,93,1038,8,17,10474,L048,41,23,4300,2,2,1A,615 TIFFANY STREET,M1-2,,,,,,HP,,,,N,E1,6,0,,MST RANDALL LLC,10000,5000,5000,0,0,0,0,5000,0,0,2,1,1,0,1,100,100,50,100,,1,N,5,0,78750,251100,0,0,2009,0,0,,,0.5,0,2,4.8,2,2027650070,0,93,1014427,235130,6c,,216 062,21007,,0,,1,,,17v1.1,50.22
BX,2939,45,203,153,1000,12,17,10460,L058,42,22,2700,2,3,1A,1550 CROTONA PARK EAST,R1-2,,,,,,,,,,N,W1,8,0,C,DCAS/DEPARTMENT OF ED,53300,80564,80564,0,80564,0,0,0,0,0,2,1,5,0,1,235.59,261.92,93,193,,0,Y,3,5,323550,4045950,323550,4045950,1921,2005,0,,,1.51,0.5,0,1,2,2029390045,0,153,1013932,243937,3d,,216 003,21105,,0,,1,,,17v1.1,50.22032173
BX,5271,49,212,462.02,1014,11,12,10475,L061,47,24,710,2,12,5E,3430 ROMBOUTS AVENUE,M1-1,,,,,,,,,,N,E1,6,0,,ANTHONY WOOD CORPORAT,9120,8940,8940,0,3100,0,0,5840,0,0,2,1,1,0,2,100,100,100,101.87,,0,Y,5,5,49500,449100,0,186120,1998,0,0,,,0.98,0,1,2.4,2,2052710049,0,46202,1031555,261000,2b,,222 068,21710,,0,,1,,,17v1.1,50.23489933
BX,2526,34,204,193,4002,9,8,10452,E068,44,23,3310,2,4,2A,1053 OGDEN AVENUE,R7-1,,,,C1-4,,,,,,N,K1,5,0,P,RAZIQ ABDUL,6300,5150,5150,0,0,5150,0,0,0,0,2,1,1,0,4,70,90,70,90,,2,N,3,2,31500,258750,0,0,1925,0,0,,,0.82,3.44,0,4.8,2,2025260034,0,193,1003976,243377,3b,,210S040,20909,,0,,1,,,17v1.1,50.24271845
BX,3279,22,207,407.02,2003,10,15,10458,E079,52,21,420,2,7,2B,2777 WEBSTER AVENUE,R7D,,,,C2-4,,,,,,N,S3,4,0,P,2777 REALTY LLC,2089,3450,1150,2300,0,1150,0,0,0,0,2,1,3,3,4,23.08,90.5,23,50,,0,N,5,5,111347,173383,0,0,1939,2000,0,,,1.65,4.2,0,4.2,2,2032790022,0,40702,1015827,254914,3c,,214 060,21202,,0,,1,,,17v1.1,50.25594203
BX,4218,7,211,296,1021,11,13,10461,Q061,49,26,1410,2,11,2E,2022 EASTCHESTER ROAD,M1-1,,,,,,,,,,N,E9,6,0,,"NATALE PROPERTY, INC.",2376,2220,2220,0,0,0,0,2220,0,0,2,1,1,0,1,36,78.5,22,52,,0,Y,5,5,15750,111600,0,0,1975,0,0,,,0.93,0,1,2.4,2,2042180007,0,296,1027645,250380,4a,,220 055,21509,,0,,1,,,17v1.1,50.27027027
BX,5942,180,208,323,4007,10,11,10471,E052,50,21,100,2,8,3D,5253 ARLINGTON AVENUE,R1-1,,,,,,NA-2,,,,N,A2,1,0,,BODINGER NAVA,25597,1392,0,1392,0,0,0,0,0,0,2,1,1,1,1,79.08,323.67,49,78,,1,N,5,2,9505,69984,0,0,1940,0,0,,,0.05,0.5,0,1,2,2059420180,0,323,1009465,267672,1c,,213 068,21906,,0,,1,,,17v1.1,50.27586207
BX,2373,7501,203,145,3000,9,16,10456,L019,42,22,2600,1,3,,3593 3 AVENUE,R7-1,,,,C1-2,,,,,,N,RM,4,1,,,4410,11677,7030,4647,0,7030,0,0,0,0,2,1,3,6,8,45.05,96.88,45.05,96.88,,0,N,0,5,127322,587146,0,0,2014,0,0,,,2.65,3.44,0,4.8,2,2023737501,200,145,1010433,242668,3d,,210N063,20904,,2023730025,11/13/2015,1,,,17v1.1,50.28226428
BX,3070,1,206,373,4000,10,15,10457,L038,48,25,1900,2,6,2A,601 EAST 180 STREET,R7-1,,,,,,,,,,N,K1,5,0,P,PAD PARTNERSHIP CORP.,4789,4224,4224,0,0,4224,0,0,0,0,2,1,1,0,5,44.16,96.21,96,44,,2,N,3,0,40050,212400,0,0,1920,0,0,,,0.88,3.44,0,4.8,2,2030700001,0,373,1014351,248794,3c,,215 079,21107,,0,,1,,,17v1.1,50.28409091
BX,2307,11,201,43,2007,7,8,10455,L017,40,23,4400,2,1,1A,364 EAST 146 STREET,R6,,,,C2-4,,,,,,N,M1,8,0,P,FOUNTAIN OF SALVATION,2558,3150,3150,0,0,0,0,0,0,3150,2,1,3,0,1,25.58,100,25,45,,0,N,5,5,17550,158400,17550,158400,1910,0,0,,,1.23,2.43,0,4.8,2,2023070011,0,43,1006384,235939,6a,,209N073,20902,,0,,1,,,17v1.1,50.28571429
BX,5814,1191,208,351,2004,10,11,10471,E052,50,21,100,2,8,3D,6155 BROADWAY,R6,,,,C2-2,,,,,,N,D6,4,0,,STAGG CONSTRUCTION II,10075,45848,16518,29330,0,6843,0,0,0,9675,2,2,6,44,46,100,103.74,100,64,,1,N,5,2,203850,2306250,48420,2150820,2014,0,0,,,4.55,2.43,0,4.8,2,2058141191,0,351,1012739,265349,1c,,213 066,21903,,2058141191,10/30/2013,1,,,17v1.1,50.30208515
BX,2450,40,204,179.01,1000,9,16,10456,L044,44,22,2500,2,4,2B,1261 MORRIS AVENUE,R7-1,,,,,,,,,,N,Y1,8,0,C,FIRE DEPARTMENT,5000,11250,11250,0,0,0,0,0,0,11250,2,2,3,0,1,50,100,50,75,,0,N,5,5,28350,566100,28350,566100,1940,1997,0,,,2.25,3.44,0,4.8,2,2024500040,0,17901,1008156,243383,3b,,210N080,20906,,0,,1,,,17v1.1,50.32
BX,2614,52,203,185,2000,9,16,10456,L019,42,22,3500,2,3,1B,1161 BOSTON ROAD,R6,,,,C1-4,,,,,,N,M1,8,0,P,"RAINFORD, MILTON",2620,2155,2155,0,0,0,0,0,0,2155,2,1,2,0,1,16,163.75,16,70,,0,N,5,5,22050,108450,0,0,1910,0,0,,,0.82,2.43,0,4.8,2,2026140052,0,185,1010897,241253,3d,,210N064,21003,,0,,1,,,17v1.1,50.32482599
BX,2971,8,203,153,3002,12,16,10459,E082,42,22,2700,2,3,1A,1376 PROSPECT AVENUE,R7-1,,,,,,,,,,N,M1,8,0,P,MT CARMEL BAPTIST CHU,7060,7170,7170,0,0,0,0,0,0,7170,2,1,3,0,1,50.44,152.15,42,93,,0,Y,5,5,31950,360900,31950,360900,1931,0,0,,,1.02,3.44,0,4.8,2,2029710008,0,153,1012892,242018,3d,,216 015,21105,,0,,1,,,17v1.1,50.33472803
BX,4049,49,211,236,1000,11,15,10462,E090,49,26,1220,2,11,1D,1841 WHITE PLAINS ROAD,R5,,,,,,,,,,N,Y1,8,0,C,FIRE DEPARTMENT,5000,7500,7500,0,0,0,0,0,0,7500,2,1,3,0,1,50,100,50,75,E,0,N,5,5,53100,377550,53100,377550,1930,0,0,,,1.5,1.25,0,2,2,2040490049,0,236,1021079,247646,4b,,220 005,21505,,0,,1,,,17v1.1,50.34
BX,4209,33,211,296,1016,11,13,10461,Q061,49,26,1410,2,11,2E,1964 EASTCHESTER ROAD,M1-1,,,,,,,,,,N,G1,10,0,,JJA HOLDING CORP,7533,7500,7500,0,0,0,7500,0,0,0,2,1,1,0,1,87.58,100,75,100,,0,Y,5,5,55350,377550,0,0,1955,0,0,,,1,0,1,2.4,2,2042090033,0,296,1027651,249907,4a,,220 055,21509,,0,,1,,,17v1.1,50.34
BX,3066,18,206,389,3005,10,15,10458,E088,48,21,1100,2,6,1B,2429 ARTHUR AVENUE,R6,,,,C2-4,,,,,,N,K1,5,0,,J GUZZETTA,6141,6141,6141,0,0,6141,0,0,0,0,2,1,1,0,1,54.58,112.5,55,112,,2,N,3,0,63000,309150,0,0,1947,2000,0,,,1,2.43,0,4.8,2,2030660018,0,389,1015454,251320,3c,,214 023,21107,,0,,1,,,17v1.1,50.34196385
BX,3769,52,209,54,3001,12,17,10472,L054,43,26,3010,2,9,2A,1229 BRONX RIVER AVENUE,R6,,,,,,,,,,N,C3,2,0,P,BOYNTON WHEELER ASSOC,2500,3200,0,3200,0,0,0,0,0,0,2,1,2,4,4,25,100,20,80,,0,N,5,5,60156,161109,0,96942,1926,2001,0,,,1.28,2.43,0,4.8,2,2037690052,0,54,1016625,241410,3d,,217 014,21410,,0,,1,,,17v1.1,50.3465625
BX,2905,1,203,167,2001,9,16,10457,L027,42,25,2400,2,3,1B,3922 PARK AVENUE,M1-1,,,,,,,,,,N,F5,6,0,P,3934 PARK AVENUE LLC,3600,3600,3600,0,0,0,0,0,3600,0,2,1,1,0,1,40,90,40,90,,0,N,3,5,29250,181350,0,0,1963,0,0,,,1,0,1,2.4,2,2029050001,0,167,1011180,245563,3d,,215 023,21104,,0,,1,,,17v1.1,50.375
BX,2859,41,204,209,1000,9,14,10452,L049,44,25,2320,2,4,3A,16 WEST MT EDEN AVENUE,C8-3,,,,,,,,,,N,GU,5,0,,JBN DEVELOPMENT LLC,2250,2250,2250,0,0,0,2250,0,0,0,2,1,1,0,1,30,75,30,75,,0,N,5,5,20250,113400,0,0,1975,0,0,,,1,0,2,6.5,2,2028590041,0,209,1007625,246946,3b,,215 012,21103,,0,,1,,,17v1.1,50.4
BX,3925,9,209,216.01,3000,12,18,10460,E090,43,26,1310,2,9,2B,1836 EAST TREMONT AVENUE,C8-1,,,,,,,,,,N,K1,5,0,,STONE BUSINESS INC,5000,5000,5000,0,0,5000,0,0,0,0,2,2,1,0,4,50,100,50,100,,0,N,3,5,78750,252000,0,0,1930,0,0,,,1,0,1,2.4,2,2039250009,0,21601,1021211,245444,4b,,217 006,21502,,0,,1,,,17v1.1,50.4
BX,4024,48,211,240,1006,11,15,10460,E090,49,26,1220,2,11,1E,1616 TAYLOR AVENUE,R5,,,,,,,,,,N,K9,5,0,P,OMEGA CONSTRUCTION SO,2375,1750,1750,0,0,1750,0,0,0,0,2,1,1,0,1,25,95,25,70,,0,N,5,2,37800,88200,0,0,1921,0,0,,,0.74,1.25,0,2,2,2040240048,0,240,1020914,245796,3d,Y,220 002,21505,,0,,1,,,17v1.1,50.4
BX,4836,47,212,396,4001,11,12,10466,E062,47,24,610,2,12,3C,3910 WHITE PLAINS ROAD,R6,,,,C2-4,,,,,,N,K2,5,0,,MEYERSON CAPITAL V LL,2006,3250,3250,0,0,3250,0,0,0,0,2,1,2,0,4,25,80.25,25,65,,0,N,5,5,27000,163800,0,0,1930,0,0,,,1.62,2.43,0,4.8,2,2048360047,0,396,1022652,262105,2b,,222 002,21701,,0,,1,,,17v1.1,50.4
